market_scenario,Sim1_final_price,Sim1_final_node_count,INITIAL_NODE_COUNT,BASE_USD_DEMAND_GROWTH_RATE_MONTHLY,INITIAL_DRIA_PRICE_USD,MARKET_TREND_IMPACT_FACTOR,INITIAL_USD_CREDIT_PURCHASE_PER_MONTH,INITIAL_DRIA_PAYMENTS_FOR_SERVICES_PER_MONTH,SIMULATION_YEARS
HighVol,3.4971618711167376,7,1000,0.02,1.0,0.5,100000,100000,10
HighVol,0.5356828178346514,17,1000,0.02,1.0,0.5,200000,100000,5
HighVol,0.5356828178346514,17,1000,0.02,1.0,0.5,200000,200000,5
HighVol,3.4971618711167376,7,1000,0.02,1.0,0.5,100000,200000,10
HighVol,3.4971618711167376,7,1000,0.02,1.0,0.5,100000,400000,10
HighVol,0.5356828178346514,17,1000,0.02,1.0,0.5,200000,400000,5
HighVol,0.17349985372133858,17,1000,0.02,1.0,0.75,50000,100000,5
HighVol,6.991963233337196,7,1000,0.02,1.0,0.5,200000,100000,10
HighVol,0.17349985372133858,17,1000,0.02,1.0,0.75,50000,200000,5
HighVol,6.991963233337196,7,1000,0.02,1.0,0.5,200000,200000,10
HighVol,0.17349985372133858,17,1000,0.02,1.0,0.75,50000,400000,5
HighVol,6.991963233337196,7,1000,0.02,1.0,0.5,200000,400000,10
HighVol,1.8629259814375545,7,1000,0.02,1.0,0.75,50000,100000,10
HighVol,0.3003643310654472,17,1000,0.02,1.0,0.75,100000,100000,5
HighVol,1.8629259814375545,7,1000,0.02,1.0,0.75,50000,200000,10
HighVol,1.8629259814375545,7,1000,0.02,1.0,0.75,50000,400000,10
HighVol,0.3003643310654472,17,1000,0.02,1.0,0.75,100000,200000,5
HighVol,0.3003643310654472,17,1000,0.02,1.0,0.75,100000,400000,5
HighVol,0.5540932857536646,17,1000,0.02,1.0,0.75,200000,100000,5
HighVol,3.72349145397883,7,1000,0.02,1.0,0.75,100000,100000,10
HighVol,3.72349145397883,7,1000,0.02,1.0,0.75,100000,200000,10
HighVol,0.5540932857536646,17,1000,0.02,1.0,0.75,200000,200000,5
HighVol,3.72349145397883,7,1000,0.02,1.0,0.75,100000,400000,10
HighVol,0.5540932857536646,17,1000,0.02,1.0,0.75,200000,400000,5
HighVol,0.0623572945310065,79,5000,0.005,0.25,0.25,50000,100000,5
HighVol,0.0623572945310065,79,5000,0.005,0.25,0.25,50000,200000,5
HighVol,0.3160998003797892,7,5000,0.005,0.25,0.25,50000,100000,10
HighVol,7.444622399061382,7,1000,0.02,1.0,0.75,200000,100000,10
HighVol,0.0623572945310065,79,5000,0.005,0.25,0.25,50000,400000,5
HighVol,7.444622399061382,7,1000,0.02,1.0,0.75,200000,200000,10
HighVol,0.3160998003797892,7,5000,0.005,0.25,0.25,50000,200000,10
HighVol,0.3160998003797892,7,5000,0.005,0.25,0.25,50000,400000,10
HighVol,7.444622399061382,7,1000,0.02,1.0,0.75,200000,400000,10
HighVol,0.11305465819507336,79,5000,0.005,0.25,0.25,100000,100000,5
HighVol,0.11305465819507336,79,5000,0.005,0.25,0.25,100000,200000,5
HighVol,0.11305465819507336,79,5000,0.005,0.25,0.25,100000,400000,5
HighVol,0.6316095080497286,7,5000,0.005,0.25,0.25,100000,100000,10
HighVol,0.6316095080497286,7,5000,0.005,0.25,0.25,100000,200000,10
HighVol,0.21444938552320714,79,5000,0.005,0.25,0.25,200000,100000,5
HighVol,0.21444938552320714,79,5000,0.005,0.25,0.25,200000,200000,5
HighVol,0.6316095080497286,7,5000,0.005,0.25,0.25,100000,400000,10
HighVol,1.2626289233896073,7,5000,0.005,0.25,0.25,200000,100000,10
HighVol,0.21444938552320714,79,5000,0.005,0.25,0.25,200000,400000,5
HighVol,0.0628367140338358,79,5000,0.005,0.25,0.5,50000,100000,5
HighVol,1.2626289233896073,7,5000,0.005,0.25,0.25,200000,200000,10
HighVol,0.0628367140338358,79,5000,0.005,0.25,0.5,50000,200000,5
HighVol,1.2626289233896073,7,5000,0.005,0.25,0.25,200000,400000,10
HighVol,0.3211861887416369,7,5000,0.005,0.25,0.5,50000,100000,10
HighVol,0.3211861887416369,7,5000,0.005,0.25,0.5,50000,200000,10
HighVol,0.0628367140338358,79,5000,0.005,0.25,0.5,50000,400000,5
HighVol,0.1140134972007319,79,5000,0.005,0.25,0.5,100000,100000,5
HighVol,0.3211861887416369,7,5000,0.005,0.25,0.5,50000,400000,10
HighVol,0.1140134972007319,79,5000,0.005,0.25,0.5,100000,200000,5
HighVol,0.6417822847734244,7,5000,0.005,0.25,0.5,100000,100000,10
HighVol,0.1140134972007319,79,5000,0.005,0.25,0.5,100000,400000,5
HighVol,0.6417822847734244,7,5000,0.005,0.25,0.5,100000,200000,10
HighVol,0.2163670635345242,79,5000,0.005,0.25,0.5,200000,100000,5
HighVol,0.6417822847734244,7,5000,0.005,0.25,0.5,100000,400000,10
HighVol,0.2163670635345242,79,5000,0.005,0.25,0.5,200000,200000,5
HighVol,0.2163670635345242,79,5000,0.005,0.25,0.5,200000,400000,5
HighVol,1.2829744768369986,7,5000,0.005,0.25,0.5,200000,100000,10
HighVol,1.2829744768369986,7,5000,0.005,0.25,0.5,200000,200000,10
HighVol,0.06331986788643425,79,5000,0.005,0.25,0.75,50000,100000,5
HighVol,0.06331986788643425,79,5000,0.005,0.25,0.75,50000,200000,5
HighVol,1.2829744768369986,7,5000,0.005,0.25,0.5,200000,400000,10
HighVol,0.32634542149467266,7,5000,0.005,0.25,0.75,50000,100000,10
HighVol,0.06331986788643425,79,5000,0.005,0.25,0.75,50000,400000,5
HighVol,0.32634542149467266,7,5000,0.005,0.25,0.75,50000,200000,10
HighVol,0.11497980490592888,79,5000,0.005,0.25,0.75,100000,100000,5
HighVol,0.32634542149467266,7,5000,0.005,0.25,0.75,50000,400000,10
HighVol,0.11497980490592888,79,5000,0.005,0.25,0.75,100000,200000,5
HighVol,0.11497980490592888,79,5000,0.005,0.25,0.75,100000,400000,5
HighVol,0.6521007502794955,7,5000,0.005,0.25,0.75,100000,100000,10
HighVol,0.6521007502794955,7,5000,0.005,0.25,0.75,100000,200000,10
HighVol,0.21829967894491806,79,5000,0.005,0.25,0.75,200000,100000,5
HighVol,0.21829967894491806,79,5000,0.005,0.25,0.75,200000,200000,5
HighVol,0.6521007502794955,7,5000,0.005,0.25,0.75,100000,400000,10
HighVol,1.3036114078491408,7,5000,0.005,0.25,0.75,200000,100000,10
HighVol,0.21829967894491806,79,5000,0.005,0.25,0.75,200000,400000,5
HighVol,1.3036114078491408,7,5000,0.005,0.25,0.75,200000,200000,10
HighVol,0.07401722539794615,79,5000,0.005,0.5,0.25,50000,100000,5
HighVol,1.3036114078491408,7,5000,0.005,0.25,0.75,200000,400000,10
HighVol,0.07401722539794615,79,5000,0.005,0.5,0.25,50000,200000,5
HighVol,0.07401722539794615,79,5000,0.005,0.5,0.25,50000,400000,5
HighVol,0.31668989308963913,7,5000,0.005,0.5,0.25,50000,100000,10
HighVol,0.31668989308963913,7,5000,0.005,0.5,0.25,50000,200000,10
HighVol,0.124714589062013,79,5000,0.005,0.5,0.25,100000,100000,5
HighVol,0.31668989308963913,7,5000,0.005,0.5,0.25,50000,400000,10
HighVol,0.124714589062013,79,5000,0.005,0.5,0.25,100000,200000,5
HighVol,0.124714589062013,79,5000,0.005,0.5,0.25,100000,400000,5
HighVol,0.6321996007595784,7,5000,0.005,0.5,0.25,100000,100000,10
HighVol,0.6321996007595784,7,5000,0.005,0.5,0.25,100000,200000,10
HighVol,0.22610931639014673,79,5000,0.005,0.5,0.25,200000,100000,5
HighVol,0.22610931639014673,79,5000,0.005,0.5,0.25,200000,200000,5
HighVol,0.6321996007595784,7,5000,0.005,0.5,0.25,100000,400000,10
HighVol,1.2632190160994572,7,5000,0.005,0.5,0.25,200000,100000,10
HighVol,0.22610931639014673,79,5000,0.005,0.5,0.25,200000,400000,5
HighVol,0.07449664490077543,79,5000,0.005,0.5,0.5,50000,100000,5
HighVol,1.2632190160994572,7,5000,0.005,0.5,0.25,200000,200000,10
HighVol,0.07449664490077543,79,5000,0.005,0.5,0.5,50000,200000,5
HighVol,1.2632190160994572,7,5000,0.005,0.5,0.25,200000,400000,10
HighVol,0.32177628145148696,7,5000,0.005,0.5,0.5,50000,100000,10
HighVol,0.07449664490077543,79,5000,0.005,0.5,0.5,50000,400000,5
HighVol,0.32177628145148696,7,5000,0.005,0.5,0.5,50000,200000,10
HighVol,0.1256734280676716,79,5000,0.005,0.5,0.5,100000,100000,5
HighVol,0.1256734280676716,79,5000,0.005,0.5,0.5,100000,200000,5
HighVol,0.32177628145148696,7,5000,0.005,0.5,0.5,50000,400000,10
HighVol,0.6423723774832738,7,5000,0.005,0.5,0.5,100000,100000,10
HighVol,0.1256734280676716,79,5000,0.005,0.5,0.5,100000,400000,5
HighVol,0.6423723774832738,7,5000,0.005,0.5,0.5,100000,200000,10
HighVol,0.2280269944014638,79,5000,0.005,0.5,0.5,200000,100000,5
HighVol,0.6423723774832738,7,5000,0.005,0.5,0.5,100000,400000,10
HighVol,0.2280269944014638,79,5000,0.005,0.5,0.5,200000,200000,5
HighVol,0.2280269944014638,79,5000,0.005,0.5,0.5,200000,400000,5
HighVol,1.2835645695468487,7,5000,0.005,0.5,0.5,200000,100000,10
HighVol,0.07497979875337389,79,5000,0.005,0.5,0.75,50000,100000,5
HighVol,1.2835645695468487,7,5000,0.005,0.5,0.5,200000,200000,10
HighVol,1.2835645695468487,7,5000,0.005,0.5,0.5,200000,400000,10
HighVol,0.07497979875337389,79,5000,0.005,0.5,0.75,50000,200000,5
HighVol,0.3269355142045226,7,5000,0.005,0.5,0.75,50000,100000,10
HighVol,0.07497979875337389,79,5000,0.005,0.5,0.75,50000,400000,5
HighVol,0.3269355142045226,7,5000,0.005,0.5,0.75,50000,200000,10
HighVol,0.1266397357728685,79,5000,0.005,0.5,0.75,100000,100000,5
HighVol,0.3269355142045226,7,5000,0.005,0.5,0.75,50000,400000,10
HighVol,0.1266397357728685,79,5000,0.005,0.5,0.75,100000,200000,5
HighVol,0.1266397357728685,79,5000,0.005,0.5,0.75,100000,400000,5
HighVol,0.6526908429893453,7,5000,0.005,0.5,0.75,100000,100000,10
HighVol,0.6526908429893453,7,5000,0.005,0.5,0.75,100000,200000,10
HighVol,0.22995960981185776,79,5000,0.005,0.5,0.75,200000,100000,5
HighVol,0.6526908429893453,7,5000,0.005,0.5,0.75,100000,400000,10
HighVol,0.22995960981185776,79,5000,0.005,0.5,0.75,200000,200000,5
HighVol,0.22995960981185776,79,5000,0.005,0.5,0.75,200000,400000,5
HighVol,1.304201500558991,7,5000,0.005,0.5,0.75,200000,100000,10
HighVol,1.304201500558991,7,5000,0.005,0.5,0.75,200000,200000,10
HighVol,0.09733708713182544,79,5000,0.005,1.0,0.25,50000,100000,5
HighVol,1.304201500558991,7,5000,0.005,0.5,0.75,200000,400000,10
HighVol,0.09733708713182544,79,5000,0.005,1.0,0.25,50000,200000,5
HighVol,0.09733708713182544,79,5000,0.005,1.0,0.25,50000,400000,5
HighVol,0.31787007850933874,7,5000,0.005,1.0,0.25,50000,100000,10
HighVol,0.1480344507958923,79,5000,0.005,1.0,0.25,100000,100000,5
HighVol,0.31787007850933874,7,5000,0.005,1.0,0.25,50000,200000,10
HighVol,0.1480344507958923,79,5000,0.005,1.0,0.25,100000,200000,5
HighVol,0.31787007850933874,7,5000,0.005,1.0,0.25,50000,400000,10
HighVol,0.1480344507958923,79,5000,0.005,1.0,0.25,100000,400000,5
HighVol,0.6333797861792783,7,5000,0.005,1.0,0.25,100000,100000,10
HighVol,0.249429178124026,79,5000,0.005,1.0,0.25,200000,100000,5
HighVol,0.6333797861792783,7,5000,0.005,1.0,0.25,100000,200000,10
HighVol,0.249429178124026,79,5000,0.005,1.0,0.25,200000,200000,5
HighVol,0.6333797861792783,7,5000,0.005,1.0,0.25,100000,400000,10
HighVol,1.2643992015191567,7,5000,0.005,1.0,0.25,200000,100000,10
HighVol,0.249429178124026,79,5000,0.005,1.0,0.25,200000,400000,5
HighVol,0.09781650663465469,79,5000,0.005,1.0,0.5,50000,100000,5
HighVol,1.2643992015191567,7,5000,0.005,1.0,0.25,200000,200000,10
HighVol,0.09781650663465469,79,5000,0.005,1.0,0.5,50000,200000,5
HighVol,1.2643992015191567,7,5000,0.005,1.0,0.25,200000,400000,10
HighVol,0.3229564668711867,7,5000,0.005,1.0,0.5,50000,100000,10
HighVol,0.09781650663465469,79,5000,0.005,1.0,0.5,50000,400000,5
HighVol,0.14899328980155085,79,5000,0.005,1.0,0.5,100000,100000,5
HighVol,0.3229564668711867,7,5000,0.005,1.0,0.5,50000,200000,10
HighVol,0.14899328980155085,79,5000,0.005,1.0,0.5,100000,200000,5
HighVol,0.3229564668711867,7,5000,0.005,1.0,0.5,50000,400000,10
HighVol,0.14899328980155085,79,5000,0.005,1.0,0.5,100000,400000,5
HighVol,0.6435525629029739,7,5000,0.005,1.0,0.5,100000,100000,10
HighVol,0.2513468561353432,79,5000,0.005,1.0,0.5,200000,100000,5
HighVol,0.6435525629029739,7,5000,0.005,1.0,0.5,100000,200000,10
HighVol,0.6435525629029739,7,5000,0.005,1.0,0.5,100000,400000,10
HighVol,0.2513468561353432,79,5000,0.005,1.0,0.5,200000,200000,5
HighVol,0.2513468561353432,79,5000,0.005,1.0,0.5,200000,400000,5
HighVol,1.2847447549665476,7,5000,0.005,1.0,0.5,200000,100000,10
HighVol,0.0982996604872532,79,5000,0.005,1.0,0.75,50000,100000,5
HighVol,1.2847447549665476,7,5000,0.005,1.0,0.5,200000,200000,10
HighVol,0.0982996604872532,79,5000,0.005,1.0,0.75,50000,200000,5
HighVol,1.2847447549665476,7,5000,0.005,1.0,0.5,200000,400000,10
HighVol,0.0982996604872532,79,5000,0.005,1.0,0.75,50000,400000,5
HighVol,0.3281156996242224,7,5000,0.005,1.0,0.75,50000,100000,10
HighVol,0.14995959750674778,79,5000,0.005,1.0,0.75,100000,100000,5
HighVol,0.3281156996242224,7,5000,0.005,1.0,0.75,50000,200000,10
HighVol,0.3281156996242224,7,5000,0.005,1.0,0.75,50000,400000,10
HighVol,0.14995959750674778,79,5000,0.005,1.0,0.75,100000,200000,5
HighVol,0.14995959750674778,79,5000,0.005,1.0,0.75,100000,400000,5
HighVol,0.6538710284090452,7,5000,0.005,1.0,0.75,100000,100000,10
HighVol,0.253279471545737,79,5000,0.005,1.0,0.75,200000,100000,5
HighVol,0.6538710284090452,7,5000,0.005,1.0,0.75,100000,200000,10
HighVol,0.6538710284090452,7,5000,0.005,1.0,0.75,100000,400000,10
HighVol,0.253279471545737,79,5000,0.005,1.0,0.75,200000,200000,5
HighVol,0.07862856186667275,79,5000,0.01,0.25,0.25,50000,100000,5
HighVol,0.253279471545737,79,5000,0.005,1.0,0.75,200000,400000,5
HighVol,1.3053816859786906,7,5000,0.005,1.0,0.75,200000,100000,10
HighVol,0.07862856186667275,79,5000,0.01,0.25,0.25,50000,200000,5
HighVol,0.5466577491772615,7,5000,0.01,0.25,0.25,50000,100000,10
HighVol,1.3053816859786906,7,5000,0.005,1.0,0.75,200000,200000,10
HighVol,0.5466577491772615,7,5000,0.01,0.25,0.25,50000,200000,10
HighVol,0.07862856186667275,79,5000,0.01,0.25,0.25,50000,400000,5
HighVol,0.14559719286640593,79,5000,0.01,0.25,0.25,100000,100000,5
HighVol,1.3053816859786906,7,5000,0.005,1.0,0.75,200000,400000,10
HighVol,0.14559719286640593,79,5000,0.01,0.25,0.25,100000,200000,5
HighVol,0.5466577491772615,7,5000,0.01,0.25,0.25,50000,400000,10
HighVol,0.14559719286640593,79,5000,0.01,0.25,0.25,100000,400000,5
HighVol,1.0927254056446734,7,5000,0.01,0.25,0.25,100000,100000,10
HighVol,1.0927254056446734,7,5000,0.01,0.25,0.25,100000,200000,10
HighVol,1.0927254056446734,7,5000,0.01,0.25,0.25,100000,400000,10
HighVol,0.27953445486587214,79,5000,0.01,0.25,0.25,200000,100000,5
HighVol,0.27953445486587214,79,5000,0.01,0.25,0.25,200000,200000,5
HighVol,0.27953445486587214,79,5000,0.01,0.25,0.25,200000,400000,5
HighVol,2.1848607185794964,7,5000,0.01,0.25,0.25,200000,100000,10
HighVol,0.07989643986706027,79,5000,0.01,0.25,0.5,50000,100000,5
HighVol,2.1848607185794964,7,5000,0.01,0.25,0.25,200000,200000,10
HighVol,0.07989643986706027,79,5000,0.01,0.25,0.5,50000,200000,5
HighVol,2.1848607185794964,7,5000,0.01,0.25,0.25,200000,400000,10
HighVol,0.5643401290463919,7,5000,0.01,0.25,0.5,50000,100000,10
HighVol,0.07989643986706027,79,5000,0.01,0.25,0.5,50000,400000,5
HighVol,0.5643401290463919,7,5000,0.01,0.25,0.5,50000,200000,10
HighVol,0.1481329488671809,79,5000,0.01,0.25,0.5,100000,100000,5
HighVol,0.1481329488671809,79,5000,0.01,0.25,0.5,100000,200000,5
HighVol,0.5643401290463919,7,5000,0.01,0.25,0.5,50000,400000,10
HighVol,1.1280901653829334,7,5000,0.01,0.25,0.5,100000,100000,10
HighVol,0.1481329488671809,79,5000,0.01,0.25,0.5,100000,400000,5
HighVol,0.28460596686742223,79,5000,0.01,0.25,0.5,200000,100000,5
HighVol,1.1280901653829334,7,5000,0.01,0.25,0.5,100000,200000,10
HighVol,0.28460596686742223,79,5000,0.01,0.25,0.5,200000,200000,5
HighVol,1.1280901653829334,7,5000,0.01,0.25,0.5,100000,400000,10
HighVol,2.2555902380560173,7,5000,0.01,0.25,0.5,200000,100000,10
HighVol,0.28460596686742223,79,5000,0.01,0.25,0.5,200000,400000,5
HighVol,0.0811840001141351,79,5000,0.01,0.25,0.75,50000,100000,5
HighVol,2.2555902380560173,7,5000,0.01,0.25,0.5,200000,200000,10
HighVol,0.0811840001141351,79,5000,0.01,0.25,0.75,50000,200000,5
HighVol,2.2555902380560173,7,5000,0.01,0.25,0.5,200000,400000,10
HighVol,0.582529831300151,7,5000,0.01,0.25,0.75,50000,100000,10
HighVol,0.0811840001141351,79,5000,0.01,0.25,0.75,50000,400000,5
HighVol,0.582529831300151,7,5000,0.01,0.25,0.75,50000,200000,10
HighVol,0.15070806936133052,79,5000,0.01,0.25,0.75,100000,100000,5
HighVol,0.582529831300151,7,5000,0.01,0.25,0.75,50000,400000,10
HighVol,0.15070806936133052,79,5000,0.01,0.25,0.75,100000,200000,5
HighVol,0.15070806936133052,79,5000,0.01,0.25,0.75,100000,400000,5
HighVol,1.1644695698904521,7,5000,0.01,0.25,0.75,100000,100000,10
HighVol,0.2897562078557215,79,5000,0.01,0.25,0.75,200000,100000,5
HighVol,1.1644695698904521,7,5000,0.01,0.25,0.75,100000,200000,10
HighVol,1.1644695698904521,7,5000,0.01,0.25,0.75,100000,400000,10
HighVol,0.2897562078557215,79,5000,0.01,0.25,0.75,200000,200000,5
HighVol,0.2897562078557215,79,5000,0.01,0.25,0.75,200000,400000,5
HighVol,2.328349047071053,7,5000,0.01,0.25,0.75,200000,100000,10
HighVol,2.328349047071053,7,5000,0.01,0.25,0.75,200000,200000,10
HighVol,2.328349047071053,7,5000,0.01,0.25,0.75,200000,400000,10
HighVol,0.09028849273361243,79,5000,0.01,0.5,0.25,50000,100000,5
HighVol,0.09028849273361243,79,5000,0.01,0.5,0.25,50000,200000,5
HighVol,0.09028849273361243,79,5000,0.01,0.5,0.25,50000,400000,5
HighVol,0.5472478418871114,7,5000,0.01,0.5,0.25,50000,100000,10
HighVol,0.1572571237333455,79,5000,0.01,0.5,0.25,100000,100000,5
HighVol,0.1572571237333455,79,5000,0.01,0.5,0.25,100000,200000,5
HighVol,0.5472478418871114,7,5000,0.01,0.5,0.25,50000,200000,10
HighVol,0.5472478418871114,7,5000,0.01,0.5,0.25,50000,400000,10
HighVol,0.1572571237333455,79,5000,0.01,0.5,0.25,100000,400000,5
HighVol,1.093315498354523,7,5000,0.01,0.5,0.25,100000,100000,10
HighVol,1.093315498354523,7,5000,0.01,0.5,0.25,100000,200000,10
HighVol,0.29119438573281187,79,5000,0.01,0.5,0.25,200000,100000,5
HighVol,1.093315498354523,7,5000,0.01,0.5,0.25,100000,400000,10
HighVol,0.29119438573281187,79,5000,0.01,0.5,0.25,200000,200000,5
HighVol,0.29119438573281187,79,5000,0.01,0.5,0.25,200000,400000,5
HighVol,2.1854508112893467,7,5000,0.01,0.5,0.25,200000,200000,10
HighVol,2.1854508112893467,7,5000,0.01,0.5,0.25,200000,100000,10
HighVol,0.09155637073399994,79,5000,0.01,0.5,0.5,50000,100000,5
HighVol,0.09155637073399994,79,5000,0.01,0.5,0.5,50000,200000,5
HighVol,2.1854508112893467,7,5000,0.01,0.5,0.25,200000,400000,10
HighVol,0.5649302217562419,7,5000,0.01,0.5,0.5,50000,100000,10
HighVol,0.09155637073399994,79,5000,0.01,0.5,0.5,50000,400000,5
HighVol,0.5649302217562419,7,5000,0.01,0.5,0.5,50000,200000,10
HighVol,0.15979287973412054,79,5000,0.01,0.5,0.5,100000,100000,5
HighVol,0.15979287973412054,79,5000,0.01,0.5,0.5,100000,200000,5
HighVol,0.5649302217562419,7,5000,0.01,0.5,0.5,50000,400000,10
HighVol,1.1286802580927837,7,5000,0.01,0.5,0.5,100000,100000,10
HighVol,0.15979287973412054,79,5000,0.01,0.5,0.5,100000,400000,5
HighVol,0.2962658977343618,79,5000,0.01,0.5,0.5,200000,100000,5
HighVol,1.1286802580927837,7,5000,0.01,0.5,0.5,100000,200000,10
HighVol,0.2962658977343618,79,5000,0.01,0.5,0.5,200000,200000,5
HighVol,1.1286802580927837,7,5000,0.01,0.5,0.5,100000,400000,10
HighVol,0.2962658977343618,79,5000,0.01,0.5,0.5,200000,400000,5
HighVol,2.2561803307658668,7,5000,0.01,0.5,0.5,200000,100000,10
HighVol,0.0928439309810747,79,5000,0.01,0.5,0.75,50000,100000,5
HighVol,2.2561803307658668,7,5000,0.01,0.5,0.5,200000,200000,10
HighVol,0.0928439309810747,79,5000,0.01,0.5,0.75,50000,200000,5
HighVol,2.2561803307658668,7,5000,0.01,0.5,0.5,200000,400000,10
HighVol,0.5831199240100008,7,5000,0.01,0.5,0.75,50000,100000,10
HighVol,0.0928439309810747,79,5000,0.01,0.5,0.75,50000,400000,5
HighVol,0.5831199240100008,7,5000,0.01,0.5,0.75,50000,200000,10
HighVol,0.1623680002282702,79,5000,0.01,0.5,0.75,100000,100000,5
HighVol,0.5831199240100008,7,5000,0.01,0.5,0.75,50000,400000,10
HighVol,0.1623680002282702,79,5000,0.01,0.5,0.75,100000,200000,5
HighVol,0.1623680002282702,79,5000,0.01,0.5,0.75,100000,400000,5
HighVol,1.165059662600302,7,5000,0.01,0.5,0.75,100000,100000,10
HighVol,0.30141613872266104,79,5000,0.01,0.5,0.75,200000,100000,5
HighVol,1.165059662600302,7,5000,0.01,0.5,0.75,100000,200000,10
HighVol,0.30141613872266104,79,5000,0.01,0.5,0.75,200000,200000,5
HighVol,1.165059662600302,7,5000,0.01,0.5,0.75,100000,400000,10
HighVol,0.30141613872266104,79,5000,0.01,0.5,0.75,200000,400000,5
HighVol,2.3289391397809043,7,5000,0.01,0.5,0.75,200000,100000,10
HighVol,2.3289391397809043,7,5000,0.01,0.5,0.75,200000,200000,10
HighVol,0.11360835446749165,79,5000,0.01,1.0,0.25,50000,100000,5
HighVol,2.3289391397809043,7,5000,0.01,0.5,0.75,200000,400000,10
HighVol,0.11360835446749165,79,5000,0.01,1.0,0.25,50000,200000,5
HighVol,0.11360835446749165,79,5000,0.01,1.0,0.25,50000,400000,5
HighVol,0.5484280273068114,7,5000,0.01,1.0,0.25,50000,100000,10
HighVol,0.18057698546722487,79,5000,0.01,1.0,0.25,100000,100000,5
HighVol,0.5484280273068114,7,5000,0.01,1.0,0.25,50000,200000,10
HighVol,0.5484280273068114,7,5000,0.01,1.0,0.25,50000,400000,10
HighVol,0.18057698546722487,79,5000,0.01,1.0,0.25,100000,200000,5
HighVol,0.18057698546722487,79,5000,0.01,1.0,0.25,100000,400000,5
HighVol,1.0944956837742228,7,5000,0.01,1.0,0.25,100000,100000,10
HighVol,0.314514247466691,79,5000,0.01,1.0,0.25,200000,100000,5
HighVol,1.0944956837742228,7,5000,0.01,1.0,0.25,100000,200000,10
HighVol,0.314514247466691,79,5000,0.01,1.0,0.25,200000,200000,5
HighVol,2.186630996709046,7,5000,0.01,1.0,0.25,200000,100000,10
HighVol,1.0944956837742228,7,5000,0.01,1.0,0.25,100000,400000,10
HighVol,0.314514247466691,79,5000,0.01,1.0,0.25,200000,400000,5
HighVol,0.11487623246787917,79,5000,0.01,1.0,0.5,50000,100000,5
HighVol,2.186630996709046,7,5000,0.01,1.0,0.25,200000,200000,10
HighVol,0.11487623246787917,79,5000,0.01,1.0,0.5,50000,200000,5
HighVol,2.186630996709046,7,5000,0.01,1.0,0.25,200000,400000,10
HighVol,0.5661104071759416,7,5000,0.01,1.0,0.5,50000,100000,10
HighVol,0.11487623246787917,79,5000,0.01,1.0,0.5,50000,400000,5
HighVol,0.18311274146799988,79,5000,0.01,1.0,0.5,100000,100000,5
HighVol,0.18311274146799988,79,5000,0.01,1.0,0.5,100000,200000,5
HighVol,0.5661104071759416,7,5000,0.01,1.0,0.5,50000,200000,10
HighVol,0.5661104071759416,7,5000,0.01,1.0,0.5,50000,400000,10
HighVol,0.18311274146799988,79,5000,0.01,1.0,0.5,100000,400000,5
HighVol,1.1298604435124837,7,5000,0.01,1.0,0.5,100000,100000,10
HighVol,0.3195857594682411,79,5000,0.01,1.0,0.5,200000,100000,5
HighVol,1.1298604435124837,7,5000,0.01,1.0,0.5,100000,200000,10
HighVol,0.3195857594682411,79,5000,0.01,1.0,0.5,200000,200000,5
HighVol,1.1298604435124837,7,5000,0.01,1.0,0.5,100000,400000,10
HighVol,0.3195857594682411,79,5000,0.01,1.0,0.5,200000,400000,5
HighVol,2.2573605161855674,7,5000,0.01,1.0,0.5,200000,200000,10
HighVol,0.11616379271495401,79,5000,0.01,1.0,0.75,50000,100000,5
HighVol,2.2573605161855674,7,5000,0.01,1.0,0.5,200000,100000,10
HighVol,0.11616379271495401,79,5000,0.01,1.0,0.75,50000,200000,5
HighVol,2.2573605161855674,7,5000,0.01,1.0,0.5,200000,400000,10
HighVol,0.11616379271495401,79,5000,0.01,1.0,0.75,50000,400000,5
HighVol,0.5843001094297008,7,5000,0.01,1.0,0.75,50000,100000,10
