market_scenario,Sim1_final_price,Sim1_final_node_count,INITIAL_NODE_COUNT,BASE_USD_DEMAND_GROWTH_RATE_MONTHLY,INITIAL_DRIA_PRICE_USD,MARKET_TREND_IMPACT_FACTOR,INITIAL_USD_CREDIT_PURCHASE_PER_MONTH,INITIAL_DRIA_PAYMENTS_FOR_SERVICES_PER_MONTH,SIMULATION_YEARS
HighVol,0.23181695093842156,17,1000,0.005,0.5,0.75,200000,400000,5
HighVol,1.3048723694548945,7,1000,0.005,0.5,0.75,200000,100000,10
HighVol,1.3048723694548945,7,1000,0.005,0.5,0.75,200000,200000,10
HighVol,0.09778805812268877,17,1000,0.005,1.0,0.25,50000,100000,5
HighVol,1.3048723694548945,7,1000,0.005,0.5,0.75,200000,400000,10
HighVol,0.09778805812268877,17,1000,0.005,1.0,0.25,50000,200000,5
HighVol,0.09778805812268877,17,1000,0.005,1.0,0.25,50000,400000,5
HighVol,0.14894073986814782,17,1000,0.005,1.0,0.25,100000,100000,5
HighVol,0.3180332855571864,7,1000,0.005,1.0,0.25,50000,100000,10
HighVol,0.14894073986814782,17,1000,0.005,1.0,0.25,100000,200000,5
HighVol,0.3180332855571864,7,1000,0.005,1.0,0.25,50000,200000,10
HighVol,0.3180332855571864,7,1000,0.005,1.0,0.25,50000,400000,10
HighVol,0.14894073986814782,17,1000,0.005,1.0,0.25,100000,400000,5
HighVol,0.633706062218095,7,1000,0.005,1.0,0.25,100000,100000,10
HighVol,0.2512461033590656,17,1000,0.005,1.0,0.25,200000,100000,5
HighVol,0.633706062218095,7,1000,0.005,1.0,0.25,100000,200000,10
HighVol,0.2512461033590656,17,1000,0.005,1.0,0.25,200000,200000,5
HighVol,0.2512461033590656,17,1000,0.005,1.0,0.25,200000,400000,5
HighVol,0.633706062218095,7,1000,0.005,1.0,0.25,100000,400000,10
HighVol,1.2650516155399116,7,1000,0.005,1.0,0.25,200000,100000,10
HighVol,0.09827223958429121,17,1000,0.005,1.0,0.5,50000,100000,5
HighVol,0.09827223958429121,17,1000,0.005,1.0,0.5,50000,200000,5
HighVol,1.2650516155399116,7,1000,0.005,1.0,0.25,200000,200000,10
HighVol,1.2650516155399116,7,1000,0.005,1.0,0.25,200000,400000,10
HighVol,0.09827223958429121,17,1000,0.005,1.0,0.5,50000,400000,5
HighVol,0.14990910279135253,17,1000,0.005,1.0,0.5,100000,100000,5
HighVol,0.3231219747849688,7,1000,0.005,1.0,0.5,50000,100000,10
HighVol,0.14990910279135253,17,1000,0.005,1.0,0.5,100000,200000,5
HighVol,0.3231219747849688,7,1000,0.005,1.0,0.5,50000,200000,10
HighVol,0.14990910279135253,17,1000,0.005,1.0,0.5,100000,400000,5
HighVol,0.3231219747849688,7,1000,0.005,1.0,0.5,50000,400000,10
HighVol,0.6438834406736598,7,1000,0.005,1.0,0.5,100000,100000,10
HighVol,0.2531828292054752,17,1000,0.005,1.0,0.5,200000,100000,5
HighVol,0.6438834406736598,7,1000,0.005,1.0,0.5,100000,200000,10
HighVol,0.2531828292054752,17,1000,0.005,1.0,0.5,200000,200000,5
HighVol,0.6438834406736598,7,1000,0.005,1.0,0.5,100000,400000,10
HighVol,0.2531828292054752,17,1000,0.005,1.0,0.5,200000,400000,5
HighVol,0.09876019206468158,17,1000,0.005,1.0,0.75,50000,100000,5
HighVol,1.2854063724510412,7,1000,0.005,1.0,0.5,200000,100000,10
HighVol,0.09876019206468158,17,1000,0.005,1.0,0.75,50000,200000,5
HighVol,1.2854063724510412,7,1000,0.005,1.0,0.5,200000,200000,10
HighVol,1.2854063724510412,7,1000,0.005,1.0,0.5,200000,400000,10
HighVol,0.09876019206468158,17,1000,0.005,1.0,0.75,50000,400000,5
HighVol,0.15088500775213323,17,1000,0.005,1.0,0.75,100000,100000,5
HighVol,0.3282835376479668,7,1000,0.005,1.0,0.75,50000,100000,10
HighVol,0.3282835376479668,7,1000,0.005,1.0,0.75,50000,200000,10
HighVol,0.15088500775213323,17,1000,0.005,1.0,0.75,100000,200000,5
HighVol,0.3282835376479668,7,1000,0.005,1.0,0.75,50000,400000,10
HighVol,0.15088500775213323,17,1000,0.005,1.0,0.75,100000,400000,5
HighVol,0.25513463912703654,17,1000,0.005,1.0,0.75,200000,100000,5
HighVol,0.6542065663996557,7,1000,0.005,1.0,0.75,100000,100000,10
HighVol,0.6542065663996557,7,1000,0.005,1.0,0.75,100000,200000,10
HighVol,0.0792449428188735,17,1000,0.01,0.25,0.25,50000,100000,5
HighVol,0.25513463912703654,17,1000,0.005,1.0,0.75,200000,200000,5
HighVol,0.25513463912703654,17,1000,0.005,1.0,0.75,200000,400000,5
HighVol,0.6542065663996557,7,1000,0.005,1.0,0.75,100000,400000,10
HighVol,0.0792449428188735,17,1000,0.01,0.25,0.25,50000,200000,5
HighVol,1.3060526239030332,7,1000,0.005,1.0,0.75,200000,100000,10
HighVol,0.5469014355940564,7,1000,0.01,0.25,0.25,50000,100000,10
HighVol,0.5469014355940564,7,1000,0.01,0.25,0.25,50000,200000,10
HighVol,0.0792449428188735,17,1000,0.01,0.25,0.25,50000,400000,5
HighVol,0.1468310415434395,17,1000,0.01,0.25,0.25,100000,100000,5
HighVol,0.5469014355940564,7,1000,0.01,0.25,0.25,50000,400000,10
HighVol,0.1468310415434395,17,1000,0.01,0.25,0.25,100000,200000,5
HighVol,0.1468310415434395,17,1000,0.01,0.25,0.25,100000,400000,5
HighVol,1.3060526239030332,7,1000,0.005,1.0,0.75,200000,200000,10
HighVol,1.0932127439640433,7,1000,0.01,0.25,0.25,100000,100000,10
HighVol,1.0932127439640433,7,1000,0.01,0.25,0.25,100000,200000,10
HighVol,0.2820032389925715,17,1000,0.01,0.25,0.25,200000,100000,5
HighVol,1.0932127439640433,7,1000,0.01,0.25,0.25,100000,400000,10
HighVol,0.2820032389925715,17,1000,0.01,0.25,0.25,200000,200000,5
HighVol,1.3060526239030332,7,1000,0.005,1.0,0.75,200000,400000,10
HighVol,0.2820032389925715,17,1000,0.01,0.25,0.25,200000,400000,5
HighVol,0.08052540995549111,17,1000,0.01,0.25,0.5,50000,100000,5
HighVol,2.1858353607040173,7,1000,0.01,0.25,0.25,200000,100000,10
HighVol,0.08052540995549111,17,1000,0.01,0.25,0.5,50000,200000,5
HighVol,2.1858353607040173,7,1000,0.01,0.25,0.25,200000,200000,10
HighVol,0.08052540995549111,17,1000,0.01,0.25,0.5,50000,400000,5
HighVol,0.5645907449927801,7,1000,0.01,0.25,0.5,50000,100000,10
HighVol,0.14939197581667474,17,1000,0.01,0.25,0.5,100000,100000,5
HighVol,2.1858353607040173,7,1000,0.01,0.25,0.25,200000,400000,10
HighVol,0.5645907449927801,7,1000,0.01,0.25,0.5,50000,200000,10
HighVol,0.14939197581667474,17,1000,0.01,0.25,0.5,100000,200000,5
HighVol,0.5645907449927801,7,1000,0.01,0.25,0.5,50000,400000,10
HighVol,0.14939197581667474,17,1000,0.01,0.25,0.5,100000,400000,5
HighVol,1.1285913627614912,7,1000,0.01,0.25,0.5,100000,100000,10
HighVol,0.28712510753904197,17,1000,0.01,0.25,0.5,200000,100000,5
HighVol,1.1285913627614912,7,1000,0.01,0.25,0.5,100000,200000,10
HighVol,0.28712510753904197,17,1000,0.01,0.25,0.5,200000,200000,5
HighVol,1.1285913627614912,7,1000,0.01,0.25,0.5,100000,400000,10
HighVol,0.28712510753904197,17,1000,0.01,0.25,0.5,200000,400000,5
HighVol,0.08182575243826656,17,1000,0.01,0.25,0.75,50000,100000,5
HighVol,2.2565925982989117,7,1000,0.01,0.25,0.5,200000,100000,10
HighVol,2.2565925982989117,7,1000,0.01,0.25,0.5,200000,200000,10
HighVol,0.08182575243826656,17,1000,0.01,0.25,0.75,50000,200000,5
HighVol,2.2565925982989117,7,1000,0.01,0.25,0.5,200000,400000,10
HighVol,0.08182575243826656,17,1000,0.01,0.25,0.75,50000,400000,5
HighVol,0.5827875546978608,7,1000,0.01,0.25,0.75,50000,100000,10
HighVol,0.15199266078222567,17,1000,0.01,0.25,0.75,100000,200000,5
HighVol,0.15199266078222567,17,1000,0.01,0.25,0.75,100000,100000,5
HighVol,0.5827875546978608,7,1000,0.01,0.25,0.75,50000,200000,10
HighVol,0.15199266078222567,17,1000,0.01,0.25,0.75,100000,400000,5
HighVol,0.5827875546978608,7,1000,0.01,0.25,0.75,50000,400000,10
HighVol,1.1649849821716525,7,1000,0.01,0.25,0.75,100000,100000,10
HighVol,1.1649849821716525,7,1000,0.01,0.25,0.75,100000,200000,10
HighVol,0.29232647747014384,17,1000,0.01,0.25,0.75,200000,200000,5
HighVol,0.29232647747014384,17,1000,0.01,0.25,0.75,200000,100000,5
HighVol,1.1649849821716525,7,1000,0.01,0.25,0.75,100000,400000,10
HighVol,0.29232647747014384,17,1000,0.01,0.25,0.75,200000,400000,5
HighVol,2.3293798371192356,7,1000,0.01,0.25,0.75,200000,100000,10
HighVol,0.09090378691318099,17,1000,0.01,0.5,0.25,50000,200000,5
HighVol,2.3293798371192356,7,1000,0.01,0.25,0.75,200000,200000,10
HighVol,0.09090378691318099,17,1000,0.01,0.5,0.25,50000,100000,5
HighVol,2.3293798371192356,7,1000,0.01,0.25,0.75,200000,400000,10
HighVol,0.09090378691318099,17,1000,0.01,0.5,0.25,50000,400000,5
HighVol,0.5474915628181259,7,1000,0.01,0.5,0.25,50000,100000,10
HighVol,0.5474915628181259,7,1000,0.01,0.5,0.25,50000,200000,10
HighVol,0.158489885637747,17,1000,0.01,0.5,0.25,100000,100000,5
HighVol,0.158489885637747,17,1000,0.01,0.5,0.25,100000,200000,5
HighVol,0.158489885637747,17,1000,0.01,0.5,0.25,100000,400000,5
HighVol,0.5474915628181259,7,1000,0.01,0.5,0.25,50000,400000,10
HighVol,1.0938028711881127,7,1000,0.01,0.5,0.25,100000,100000,10
HighVol,0.293662083086879,17,1000,0.01,0.5,0.25,200000,100000,5
HighVol,1.0938028711881127,7,1000,0.01,0.5,0.25,100000,200000,10
HighVol,0.293662083086879,17,1000,0.01,0.5,0.25,200000,200000,5
HighVol,1.0938028711881127,7,1000,0.01,0.5,0.25,100000,400000,10
HighVol,0.293662083086879,17,1000,0.01,0.5,0.25,200000,400000,5
HighVol,0.0921842540497986,17,1000,0.01,0.5,0.5,50000,100000,5
HighVol,2.1864254879280867,7,1000,0.01,0.5,0.25,200000,100000,10
HighVol,0.0921842540497986,17,1000,0.01,0.5,0.5,50000,200000,5
HighVol,2.1864254879280867,7,1000,0.01,0.5,0.25,200000,200000,10
HighVol,0.0921842540497986,17,1000,0.01,0.5,0.5,50000,400000,5
HighVol,2.1864254879280867,7,1000,0.01,0.5,0.25,200000,400000,10
HighVol,0.5651808722168499,7,1000,0.01,0.5,0.5,50000,100000,10
HighVol,0.16105081991098222,17,1000,0.01,0.5,0.5,100000,100000,5
HighVol,0.5651808722168499,7,1000,0.01,0.5,0.5,50000,200000,10
HighVol,0.16105081991098222,17,1000,0.01,0.5,0.5,100000,200000,5
HighVol,0.5651808722168499,7,1000,0.01,0.5,0.5,50000,400000,10
HighVol,0.16105081991098222,17,1000,0.01,0.5,0.5,100000,400000,5
HighVol,0.2987839516333495,17,1000,0.01,0.5,0.5,200000,100000,5
HighVol,1.1291814899855601,7,1000,0.01,0.5,0.5,100000,100000,10
HighVol,1.1291814899855601,7,1000,0.01,0.5,0.5,100000,400000,10
HighVol,1.1291814899855601,7,1000,0.01,0.5,0.5,100000,200000,10
HighVol,0.2987839516333495,17,1000,0.01,0.5,0.5,200000,200000,5
HighVol,0.2987839516333495,17,1000,0.01,0.5,0.5,200000,400000,5
HighVol,0.09348459653257404,17,1000,0.01,0.5,0.75,50000,100000,5
HighVol,2.2571827255229824,7,1000,0.01,0.5,0.5,200000,100000,10
HighVol,0.09348459653257404,17,1000,0.01,0.5,0.75,50000,200000,5
HighVol,2.2571827255229824,7,1000,0.01,0.5,0.5,200000,400000,10
HighVol,0.09348459653257404,17,1000,0.01,0.5,0.75,50000,400000,5
HighVol,2.2571827255229824,7,1000,0.01,0.5,0.5,200000,200000,10
HighVol,0.5833776819219303,7,1000,0.01,0.5,0.75,50000,100000,10
HighVol,0.16365150487653313,17,1000,0.01,0.5,0.75,100000,100000,5
HighVol,0.5833776819219303,7,1000,0.01,0.5,0.75,50000,200000,10
HighVol,0.5833776819219303,7,1000,0.01,0.5,0.75,50000,400000,10
HighVol,0.16365150487653313,17,1000,0.01,0.5,0.75,100000,200000,5
HighVol,0.16365150487653313,17,1000,0.01,0.5,0.75,100000,400000,5
HighVol,1.1655751093957216,7,1000,0.01,0.5,0.75,100000,100000,10
HighVol,0.30398532156445135,17,1000,0.01,0.5,0.75,200000,100000,5
HighVol,1.1655751093957216,7,1000,0.01,0.5,0.75,100000,200000,10
HighVol,0.30398532156445135,17,1000,0.01,0.5,0.75,200000,200000,5
HighVol,1.1655751093957216,7,1000,0.01,0.5,0.75,100000,400000,10
HighVol,0.30398532156445135,17,1000,0.01,0.5,0.75,200000,400000,5
HighVol,2.329969964343305,7,1000,0.01,0.5,0.75,200000,100000,10
HighVol,2.329969964343305,7,1000,0.01,0.5,0.75,200000,200000,10
HighVol,2.329969964343305,7,1000,0.01,0.5,0.75,200000,400000,10
HighVol,0.11422147510179599,17,1000,0.01,1.0,0.25,50000,100000,5
HighVol,0.11422147510179599,17,1000,0.01,1.0,0.25,50000,400000,5
HighVol,0.11422147510179599,17,1000,0.01,1.0,0.25,50000,200000,5
HighVol,0.18180757382636198,17,1000,0.01,1.0,0.25,100000,100000,5
HighVol,0.18180757382636198,17,1000,0.01,1.0,0.25,100000,200000,5
HighVol,0.5486718172662648,7,1000,0.01,1.0,0.25,50000,100000,10
HighVol,0.5486718172662648,7,1000,0.01,1.0,0.25,50000,200000,10
HighVol,0.5486718172662648,7,1000,0.01,1.0,0.25,50000,400000,10
HighVol,0.18180757382636198,17,1000,0.01,1.0,0.25,100000,400000,5
HighVol,1.0949831256362519,7,1000,0.01,1.0,0.25,100000,100000,10
HighVol,0.316979771275494,17,1000,0.01,1.0,0.25,200000,100000,5
HighVol,0.316979771275494,17,1000,0.01,1.0,0.25,200000,200000,5
HighVol,1.0949831256362519,7,1000,0.01,1.0,0.25,100000,200000,10
HighVol,0.316979771275494,17,1000,0.01,1.0,0.25,200000,400000,5
HighVol,1.0949831256362519,7,1000,0.01,1.0,0.25,100000,400000,10
HighVol,2.1876057423762254,7,1000,0.01,1.0,0.25,200000,100000,10
HighVol,0.11550194223841352,17,1000,0.01,1.0,0.5,50000,100000,5
HighVol,0.11550194223841352,17,1000,0.01,1.0,0.5,50000,200000,5
HighVol,2.1876057423762254,7,1000,0.01,1.0,0.25,200000,200000,10
HighVol,0.11550194223841352,17,1000,0.01,1.0,0.5,50000,400000,5
HighVol,2.1876057423762254,7,1000,0.01,1.0,0.25,200000,400000,10
HighVol,0.5663611266649886,7,1000,0.01,1.0,0.5,50000,100000,10
HighVol,0.1843685080995972,17,1000,0.01,1.0,0.5,100000,100000,5
HighVol,0.5663611266649886,7,1000,0.01,1.0,0.5,50000,200000,10
HighVol,0.1843685080995972,17,1000,0.01,1.0,0.5,100000,200000,5
HighVol,0.1843685080995972,17,1000,0.01,1.0,0.5,100000,400000,5
HighVol,0.5663611266649886,7,1000,0.01,1.0,0.5,50000,400000,10
HighVol,1.1303617444336997,7,1000,0.01,1.0,0.5,100000,100000,10
HighVol,0.32210163982196444,17,1000,0.01,1.0,0.5,200000,100000,5
HighVol,1.1303617444336997,7,1000,0.01,1.0,0.5,100000,200000,10
HighVol,0.32210163982196444,17,1000,0.01,1.0,0.5,200000,200000,5
HighVol,1.1303617444336997,7,1000,0.01,1.0,0.5,100000,400000,10
HighVol,0.32210163982196444,17,1000,0.01,1.0,0.5,200000,400000,5
HighVol,0.11680228472118895,17,1000,0.01,1.0,0.75,50000,100000,5
HighVol,2.2583629799711202,7,1000,0.01,1.0,0.5,200000,100000,10
HighVol,2.2583629799711202,7,1000,0.01,1.0,0.5,200000,200000,10
HighVol,0.11680228472118895,17,1000,0.01,1.0,0.75,50000,200000,5
HighVol,0.11680228472118895,17,1000,0.01,1.0,0.75,50000,400000,5
HighVol,2.2583629799711202,7,1000,0.01,1.0,0.5,200000,400000,10
HighVol,0.1869691930651481,17,1000,0.01,1.0,0.75,100000,100000,5
HighVol,0.5845579363700693,7,1000,0.01,1.0,0.75,50000,100000,10
HighVol,0.5845579363700693,7,1000,0.01,1.0,0.75,50000,200000,10
HighVol,0.1869691930651481,17,1000,0.01,1.0,0.75,100000,200000,5
HighVol,0.5845579363700693,7,1000,0.01,1.0,0.75,50000,400000,10
HighVol,0.1869691930651481,17,1000,0.01,1.0,0.75,100000,400000,5
HighVol,0.32730300975306625,17,1000,0.01,1.0,0.75,200000,100000,5
HighVol,1.1667553638438606,7,1000,0.01,1.0,0.75,100000,100000,10
HighVol,1.1667553638438606,7,1000,0.01,1.0,0.75,100000,200000,10
HighVol,0.32730300975306625,17,1000,0.01,1.0,0.75,200000,200000,5
HighVol,0.1294557215200267,17,1000,0.02,0.25,0.25,50000,100000,5
HighVol,1.1667553638438606,7,1000,0.01,1.0,0.75,100000,400000,10
HighVol,0.1294557215200267,17,1000,0.02,0.25,0.25,50000,200000,5
HighVol,0.32730300975306625,17,1000,0.01,1.0,0.75,200000,400000,5
HighVol,1.640980561058324,7,1000,0.02,0.25,0.25,50000,100000,10
HighVol,2.3311502187914432,7,1000,0.01,1.0,0.75,200000,100000,10
HighVol,1.640980561058324,7,1000,0.02,0.25,0.25,50000,200000,10
HighVol,0.1294557215200267,17,1000,0.02,0.25,0.25,50000,400000,5
HighVol,0.2472525989457459,17,1000,0.02,0.25,0.25,100000,100000,5
HighVol,0.2472525989457459,17,1000,0.02,0.25,0.25,100000,200000,5
HighVol,1.640980561058324,7,1000,0.02,0.25,0.25,50000,400000,10
HighVol,2.3311502187914432,7,1000,0.01,1.0,0.75,200000,200000,10
HighVol,0.2472525989457459,17,1000,0.02,0.25,0.25,100000,400000,5
HighVol,3.2813709948925784,7,1000,0.02,0.25,0.25,100000,100000,10
HighVol,0.4828463537971842,17,1000,0.02,0.25,0.25,200000,100000,5
HighVol,0.4828463537971842,17,1000,0.02,0.25,0.25,200000,200000,5
HighVol,3.2813709948925784,7,1000,0.02,0.25,0.25,100000,200000,10
HighVol,2.3311502187914432,7,1000,0.01,1.0,0.75,200000,400000,10
HighVol,3.2813709948925784,7,1000,0.02,0.25,0.25,100000,400000,10
HighVol,0.13392070445866286,17,1000,0.02,0.25,0.5,50000,100000,5
HighVol,0.4828463537971842,17,1000,0.02,0.25,0.25,200000,400000,5
HighVol,6.5621518625610875,7,1000,0.02,0.25,0.25,200000,100000,10
HighVol,0.13392070445866286,17,1000,0.02,0.25,0.5,50000,200000,5
HighVol,6.5621518625610875,7,1000,0.02,0.25,0.25,200000,200000,10
HighVol,1.747990808334299,7,1000,0.02,0.25,0.5,50000,100000,10
HighVol,0.13392070445866286,17,1000,0.02,0.25,0.5,50000,400000,5
HighVol,6.5621518625610875,7,1000,0.02,0.25,0.25,200000,400000,10
HighVol,1.747990808334299,7,1000,0.02,0.25,0.5,50000,200000,10
HighVol,0.25618256482301827,17,1000,0.02,0.25,0.5,100000,100000,5
HighVol,0.25618256482301827,17,1000,0.02,0.25,0.5,100000,200000,5
HighVol,1.747990808334299,7,1000,0.02,0.25,0.5,50000,400000,10
HighVol,0.25618256482301827,17,1000,0.02,0.25,0.5,100000,400000,5
HighVol,0.500706285551729,17,1000,0.02,0.25,0.5,200000,100000,5
HighVol,3.495391489444528,7,1000,0.02,0.25,0.5,100000,100000,10
HighVol,0.500706285551729,17,1000,0.02,0.25,0.5,200000,200000,5
HighVol,3.495391489444528,7,1000,0.02,0.25,0.5,100000,200000,10
HighVol,0.500706285551729,17,1000,0.02,0.25,0.5,200000,400000,5
HighVol,3.495391489444528,7,1000,0.02,0.25,0.5,100000,400000,10
HighVol,0.13852332143841614,17,1000,0.02,0.25,0.75,50000,100000,5
HighVol,6.990192851664985,7,1000,0.02,0.25,0.5,200000,100000,10
HighVol,0.13852332143841614,17,1000,0.02,0.25,0.75,50000,200000,5
HighVol,6.990192851664985,7,1000,0.02,0.25,0.5,200000,200000,10
HighVol,0.13852332143841614,17,1000,0.02,0.25,0.75,50000,400000,5
HighVol,1.8611555997653455,7,1000,0.02,0.25,0.75,50000,100000,10
HighVol,0.2653877987825247,17,1000,0.02,0.25,0.75,100000,100000,5
HighVol,6.990192851664985,7,1000,0.02,0.25,0.5,200000,400000,10
HighVol,1.8611555997653455,7,1000,0.02,0.25,0.75,50000,200000,10
HighVol,0.2653877987825247,17,1000,0.02,0.25,0.75,100000,200000,5
HighVol,1.8611555997653455,7,1000,0.02,0.25,0.75,50000,400000,10
HighVol,0.2653877987825247,17,1000,0.02,0.25,0.75,100000,400000,5
HighVol,0.519116753470742,17,1000,0.02,0.25,0.75,200000,100000,5
HighVol,3.7217210723066216,7,1000,0.02,0.25,0.75,100000,200000,10
HighVol,3.7217210723066216,7,1000,0.02,0.25,0.75,100000,100000,10
HighVol,0.519116753470742,17,1000,0.02,0.25,0.75,200000,200000,5
HighVol,0.519116753470742,17,1000,0.02,0.25,0.75,200000,400000,5
HighVol,3.7217210723066216,7,1000,0.02,0.25,0.75,100000,400000,10
HighVol,7.442852017389174,7,1000,0.02,0.25,0.75,200000,100000,10
HighVol,7.442852017389174,7,1000,0.02,0.25,0.75,200000,200000,10
HighVol,0.14111456561433416,17,1000,0.02,0.5,0.25,50000,100000,5
HighVol,0.14111456561433416,17,1000,0.02,0.5,0.25,50000,200000,5
HighVol,7.442852017389174,7,1000,0.02,0.25,0.75,200000,400000,10
HighVol,0.14111456561433416,17,1000,0.02,0.5,0.25,50000,400000,5
HighVol,1.6415706882823937,7,1000,0.02,0.5,0.25,50000,100000,10
HighVol,0.2589114430400534,17,1000,0.02,0.5,0.25,100000,100000,5
HighVol,0.2589114430400534,17,1000,0.02,0.5,0.25,100000,200000,5
HighVol,1.6415706882823937,7,1000,0.02,0.5,0.25,50000,200000,10
HighVol,0.2589114430400534,17,1000,0.02,0.5,0.25,100000,400000,5
HighVol,1.6415706882823937,7,1000,0.02,0.5,0.25,50000,400000,10
HighVol,3.281961122116648,7,1000,0.02,0.5,0.25,100000,100000,10
HighVol,0.4945051978914918,17,1000,0.02,0.5,0.25,200000,100000,5
HighVol,0.4945051978914918,17,1000,0.02,0.5,0.25,200000,200000,5
HighVol,0.4945051978914918,17,1000,0.02,0.5,0.25,200000,400000,5
HighVol,3.281961122116648,7,1000,0.02,0.5,0.25,100000,200000,10
HighVol,3.281961122116648,7,1000,0.02,0.5,0.25,100000,400000,10
HighVol,0.14557954855297034,17,1000,0.02,0.5,0.5,50000,100000,5
HighVol,6.562741989785157,7,1000,0.02,0.5,0.25,200000,100000,10
HighVol,0.14557954855297034,17,1000,0.02,0.5,0.5,50000,200000,5
HighVol,6.562741989785157,7,1000,0.02,0.5,0.25,200000,400000,10
HighVol,0.14557954855297034,17,1000,0.02,0.5,0.5,50000,400000,5
HighVol,6.562741989785157,7,1000,0.02,0.5,0.25,200000,200000,10
HighVol,0.2678414089173257,17,1000,0.02,0.5,0.5,100000,100000,5
HighVol,1.7485809355583688,7,1000,0.02,0.5,0.5,50000,100000,10
HighVol,1.7485809355583688,7,1000,0.02,0.5,0.5,50000,200000,10
HighVol,0.2678414089173257,17,1000,0.02,0.5,0.5,100000,200000,5
HighVol,1.7485809355583688,7,1000,0.02,0.5,0.5,50000,400000,10
HighVol,0.2678414089173257,17,1000,0.02,0.5,0.5,100000,400000,5
HighVol,0.5123651296460365,17,1000,0.02,0.5,0.5,200000,100000,5
HighVol,3.495981616668598,7,1000,0.02,0.5,0.5,100000,200000,10
HighVol,3.495981616668598,7,1000,0.02,0.5,0.5,100000,100000,10
HighVol,0.5123651296460365,17,1000,0.02,0.5,0.5,200000,200000,5
HighVol,0.5123651296460365,17,1000,0.02,0.5,0.5,200000,400000,5
HighVol,3.495981616668598,7,1000,0.02,0.5,0.5,100000,400000,10
HighVol,0.1501821655327236,17,1000,0.02,0.5,0.75,50000,100000,5
HighVol,0.1501821655327236,17,1000,0.02,0.5,0.75,50000,200000,5
HighVol,6.990782978889056,7,1000,0.02,0.5,0.5,200000,200000,10
HighVol,6.990782978889056,7,1000,0.02,0.5,0.5,200000,100000,10
HighVol,6.990782978889056,7,1000,0.02,0.5,0.5,200000,400000,10
HighVol,0.1501821655327236,17,1000,0.02,0.5,0.75,50000,400000,5
HighVol,1.861745726989415,7,1000,0.02,0.5,0.75,50000,100000,10
HighVol,0.2770466428768323,17,1000,0.02,0.5,0.75,100000,100000,5
HighVol,1.861745726989415,7,1000,0.02,0.5,0.75,50000,200000,10
HighVol,0.2770466428768323,17,1000,0.02,0.5,0.75,100000,200000,5
HighVol,1.861745726989415,7,1000,0.02,0.5,0.75,50000,400000,10
HighVol,0.2770466428768323,17,1000,0.02,0.5,0.75,100000,400000,5
HighVol,3.722311199530691,7,1000,0.02,0.5,0.75,100000,100000,10
HighVol,0.5307755975650494,17,1000,0.02,0.5,0.75,200000,100000,5
HighVol,0.5307755975650494,17,1000,0.02,0.5,0.75,200000,200000,5
HighVol,3.722311199530691,7,1000,0.02,0.5,0.75,100000,200000,10
HighVol,3.722311199530691,7,1000,0.02,0.5,0.75,100000,400000,10
HighVol,0.5307755975650494,17,1000,0.02,0.5,0.75,200000,400000,5
HighVol,7.443442144613243,7,1000,0.02,0.5,0.75,200000,200000,10
HighVol,7.443442144613243,7,1000,0.02,0.5,0.75,200000,100000,10
HighVol,0.16443225380294912,17,1000,0.02,1.0,0.25,50000,100000,5
HighVol,7.443442144613243,7,1000,0.02,0.5,0.75,200000,400000,10
HighVol,0.16443225380294912,17,1000,0.02,1.0,0.25,50000,200000,5
HighVol,0.16443225380294912,17,1000,0.02,1.0,0.25,50000,400000,5
HighVol,1.6427509427305325,7,1000,0.02,1.0,0.25,50000,100000,10
HighVol,0.28222913122866833,17,1000,0.02,1.0,0.25,100000,100000,5
HighVol,1.6427509427305325,7,1000,0.02,1.0,0.25,50000,200000,10
HighVol,0.28222913122866833,17,1000,0.02,1.0,0.25,100000,200000,5
HighVol,0.28222913122866833,17,1000,0.02,1.0,0.25,100000,400000,5
HighVol,1.6427509427305325,7,1000,0.02,1.0,0.25,50000,400000,10
HighVol,3.2831413765647874,7,1000,0.02,1.0,0.25,100000,100000,10
HighVol,0.5178228860801068,17,1000,0.02,1.0,0.25,200000,100000,5
HighVol,3.2831413765647874,7,1000,0.02,1.0,0.25,100000,200000,10
HighVol,0.5178228860801068,17,1000,0.02,1.0,0.25,200000,200000,5
HighVol,0.5178228860801068,17,1000,0.02,1.0,0.25,200000,400000,5
HighVol,3.2831413765647874,7,1000,0.02,1.0,0.25,100000,400000,10
HighVol,0.16889723674158527,17,1000,0.02,1.0,0.5,50000,100000,5
HighVol,6.563922244233296,7,1000,0.02,1.0,0.25,200000,100000,10
HighVol,0.16889723674158527,17,1000,0.02,1.0,0.5,50000,200000,5
HighVol,6.563922244233296,7,1000,0.02,1.0,0.25,200000,200000,10
HighVol,0.16889723674158527,17,1000,0.02,1.0,0.5,50000,400000,5
HighVol,1.7497611900065069,7,1000,0.02,1.0,0.5,50000,100000,10
HighVol,6.563922244233296,7,1000,0.02,1.0,0.25,200000,400000,10
HighVol,0.2911590971059407,17,1000,0.02,1.0,0.5,100000,100000,5
HighVol,0.2911590971059407,17,1000,0.02,1.0,0.5,100000,200000,5
HighVol,1.7497611900065069,7,1000,0.02,1.0,0.5,50000,200000,10
HighVol,1.7497611900065069,7,1000,0.02,1.0,0.5,50000,400000,10
HighVol,0.2911590971059407,17,1000,0.02,1.0,0.5,100000,400000,5
